Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	establishment of endothelial barrier (GO:0061028)	2/29	2.106737e-04	3.960665e-02	0	0	1.137208e+02	9.626693e+02	PDE4D;TJP3
GO_Biological_Process_2021	eye development (GO:0001654)	2/58	8.470440e-04	4.053365e-02	0	0	5.475000e+01	3.872882e+02	LAMA1;COL5A2
GO_Biological_Process_2021	positive regulation of blood-brain barrier permeability (GO:1905605)	1/5	3.744697e-03	4.053365e-02	0	0	3.568036e+02	1.993609e+03	TJP3
GO_Biological_Process_2021	cellular response to vitamin D (GO:0071305)	1/5	3.744697e-03	4.053365e-02	0	0	3.568036e+02	1.993609e+03	CYP24A1
GO_Biological_Process_2021	fatty acid omega-oxidation (GO:0010430)	1/5	3.744697e-03	4.053365e-02	0	0	3.568036e+02	1.993609e+03	CYP24A1
GO_Biological_Process_2021	regulation of relaxation of cardiac muscle (GO:1901897)	1/6	4.492068e-03	4.053365e-02	0	0	2.854286e+02	1.542868e+03	PDE4D
GO_Biological_Process_2021	negative regulation of cardiac muscle cell apoptotic process (GO:0010667)	1/6	4.492068e-03	4.053365e-02	0	0	2.854286e+02	1.542868e+03	NUPR1
GO_Biological_Process_2021	positive regulation of heart rate by epinephrine-norepinephrine (GO:0001996)	1/6	4.492068e-03	4.053365e-02	0	0	2.854286e+02	1.542868e+03	PDE4D
GO_Biological_Process_2021	regulation of type B pancreatic cell proliferation (GO:0061469)	1/6	4.492068e-03	4.053365e-02	0	0	2.854286e+02	1.542868e+03	NUPR1
GO_Biological_Process_2021	positive regulation of sterol transport (GO:0032373)	1/6	4.492068e-03	4.053365e-02	0	0	2.854286e+02	1.542868e+03	ABCA13
GO_Biological_Process_2021	negative regulation of relaxation of muscle (GO:1901078)	1/6	4.492068e-03	4.053365e-02	0	0	2.854286e+02	1.542868e+03	PDE4D
GO_Biological_Process_2021	positive regulation of interleukin-5 production (GO:0032754)	1/7	5.238917e-03	4.053365e-02	0	0	2.378452e+02	1.249078e+03	PDE4D
GO_Biological_Process_2021	endosome to lysosome transport via multivesicular body sorting pathway (GO:0032510)	1/7	5.238917e-03	4.053365e-02	0	0	2.378452e+02	1.249078e+03	LYST
GO_Biological_Process_2021	regulation of blood-brain barrier permeability (GO:1905603)	1/7	5.238917e-03	4.053365e-02	0	0	2.378452e+02	1.249078e+03	TJP3
GO_Biological_Process_2021	negative regulation of striated muscle cell apoptotic process (GO:0010664)	1/8	5.985243e-03	4.053365e-02	0	0	2.038571e+02	1.043434e+03	NUPR1
GO_Biological_Process_2021	peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity (GO:1990264)	1/8	5.985243e-03	4.053365e-02	0	0	2.038571e+02	1.043434e+03	PTPRT
GO_Biological_Process_2021	response to vitamin (GO:0033273)	1/9	6.731046e-03	4.053365e-02	0	0	1.783661e+02	8.920131e+02	CYP24A1
GO_Biological_Process_2021	response to vitamin D (GO:0033280)	1/9	6.731046e-03	4.053365e-02	0	0	1.783661e+02	8.920131e+02	CYP24A1
GO_Biological_Process_2021	sensory organ morphogenesis (GO:0090596)	1/9	6.731046e-03	4.053365e-02	0	0	1.783661e+02	8.920131e+02	COL5A2
GO_Biological_Process_2021	negative regulation of cAMP-mediated signaling (GO:0043951)	1/10	7.476328e-03	4.053365e-02	0	0	1.585397e+02	7.762124e+02	PDE4D
GO_Biological_Process_2021	negative regulation of transcription by competitive promoter binding (GO:0010944)	1/10	7.476328e-03	4.053365e-02	0	0	1.585397e+02	7.762124e+02	KDM2A
GO_Biological_Process_2021	histone H3-K36 demethylation (GO:0070544)	1/10	7.476328e-03	4.053365e-02	0	0	1.585397e+02	7.762124e+02	KDM2A
GO_Biological_Process_2021	regulation of actin filament-based movement (GO:1903115)	1/10	7.476328e-03	4.053365e-02	0	0	1.585397e+02	7.762124e+02	PDE4D
GO_Biological_Process_2021	regulation of epithelial cell apoptotic process (GO:1904035)	1/10	7.476328e-03	4.053365e-02	0	0	1.585397e+02	7.762124e+02	NUPR1
GO_Biological_Process_2021	negative regulation of glycolytic process (GO:0045820)	1/10	7.476328e-03	4.053365e-02	0	0	1.585397e+02	7.762124e+02	NUPR1
GO_Biological_Process_2021	negative regulation of purine nucleotide metabolic process (GO:1900543)	1/10	7.476328e-03	4.053365e-02	0	0	1.585397e+02	7.762124e+02	NUPR1
GO_Biological_Process_2021	secretory granule organization (GO:0033363)	1/10	7.476328e-03	4.053365e-02	0	0	1.585397e+02	7.762124e+02	LYST
GO_Biological_Process_2021	regulation of cardiac muscle cell apoptotic process (GO:0010665)	1/11	8.221088e-03	4.053365e-02	0	0	1.426786e+02	6.850073e+02	NUPR1
GO_Biological_Process_2021	establishment of endothelial intestinal barrier (GO:0090557)	1/11	8.221088e-03	4.053365e-02	0	0	1.426786e+02	6.850073e+02	TJP3
GO_Biological_Process_2021	positive regulation of cellular respiration (GO:1901857)	1/11	8.221088e-03	4.053365e-02	0	0	1.426786e+02	6.850073e+02	NUPR1
GO_Biological_Process_2021	negative regulation of programmed necrotic cell death (GO:0062099)	1/11	8.221088e-03	4.053365e-02	0	0	1.426786e+02	6.850073e+02	NUPR1
GO_Biological_Process_2021	negative regulation of receptor signaling pathway via STAT (GO:1904893)	1/11	8.221088e-03	4.053365e-02	0	0	1.426786e+02	6.850073e+02	PTPRT
GO_Biological_Process_2021	positive regulation of neuroinflammatory response (GO:0150078)	1/12	8.965327e-03	4.053365e-02	0	0	1.297013e+02	6.114626e+02	NUPR1
GO_Biological_Process_2021	regulation of cell communication by electrical coupling involved in cardiac conduction (GO:1901844)	1/12	8.965327e-03	4.053365e-02	0	0	1.297013e+02	6.114626e+02	PDE4D
GO_Biological_Process_2021	organic hydroxy compound catabolic process (GO:1901616)	1/12	8.965327e-03	4.053365e-02	0	0	1.297013e+02	6.114626e+02	CYP24A1
GO_Biological_Process_2021	positive regulation of vascular permeability (GO:0043117)	1/12	8.965327e-03	4.053365e-02	0	0	1.297013e+02	6.114626e+02	TJP3
GO_Biological_Process_2021	fat-soluble vitamin catabolic process (GO:0042363)	1/12	8.965327e-03	4.053365e-02	0	0	1.297013e+02	6.114626e+02	CYP24A1
GO_Biological_Process_2021	negative regulation of heart contraction (GO:0045822)	1/12	8.965327e-03	4.053365e-02	0	0	1.297013e+02	6.114626e+02	PDE4D
GO_Biological_Process_2021	negative regulation of autophagosome assembly (GO:1902902)	1/13	9.709044e-03	4.053365e-02	0	0	1.188869e+02	5.510048e+02	NUPR1
GO_Biological_Process_2021	regulation of receptor signaling pathway via STAT (GO:1904892)	1/13	9.709044e-03	4.053365e-02	0	0	1.188869e+02	5.510048e+02	PTPRT
GO_Biological_Process_2021	regulation of cell communication by electrical coupling (GO:0010649)	1/13	9.709044e-03	4.053365e-02	0	0	1.188869e+02	5.510048e+02	PDE4D
GO_Biological_Process_2021	response to interleukin-6 (GO:0070741)	1/13	9.709044e-03	4.053365e-02	0	0	1.188869e+02	5.510048e+02	PTPRT
GO_Biological_Process_2021	regulation of interleukin-5 production (GO:0032674)	1/13	9.709044e-03	4.053365e-02	0	0	1.188869e+02	5.510048e+02	PDE4D
GO_Biological_Process_2021	defense response to protozoan (GO:0042832)	1/14	1.045224e-02	4.053365e-02	0	0	1.097363e+02	5.005004e+02	LYST
GO_Biological_Process_2021	regulation of response to endoplasmic reticulum stress (GO:1905897)	1/14	1.045224e-02	4.053365e-02	0	0	1.097363e+02	5.005004e+02	NUPR1
GO_Biological_Process_2021	cAMP metabolic process (GO:0046058)	1/14	1.045224e-02	4.053365e-02	0	0	1.097363e+02	5.005004e+02	PDE4D
GO_Biological_Process_2021	steroid catabolic process (GO:0006706)	1/14	1.045224e-02	4.053365e-02	0	0	1.097363e+02	5.005004e+02	CYP24A1
GO_Biological_Process_2021	ceramide transport (GO:0035627)	1/14	1.045224e-02	4.053365e-02	0	0	1.097363e+02	5.005004e+02	ABCA13
GO_Biological_Process_2021	extracellular structure organization (GO:0043062)	2/216	1.111290e-02	4.053365e-02	0	0	1.421352e+01	6.395583e+01	LAMA1;COL5A2
GO_Biological_Process_2021	vitamin D metabolic process (GO:0042359)	1/15	1.119492e-02	4.053365e-02	0	0	1.018929e+02	4.577328e+02	CYP24A1
GO_Biological_Process_2021	protein localization to cell-cell junction (GO:0150105)	1/15	1.119492e-02	4.053365e-02	0	0	1.018929e+02	4.577328e+02	TJP3
GO_Biological_Process_2021	external encapsulating structure organization (GO:0045229)	2/217	1.121143e-02	4.053365e-02	0	0	1.414669e+01	6.353026e+01	LAMA1;COL5A2
GO_Biological_Process_2021	regulation of oxidative phosphorylation (GO:0002082)	1/16	1.193707e-02	4.234283e-02	0	0	9.509524e+01	4.210918e+02	NUPR1
GO_Biological_Process_2021	negative regulation of ATP metabolic process (GO:1903579)	1/17	1.267871e-02	4.333814e-02	0	0	8.914732e+01	3.893804e+02	NUPR1
GO_Biological_Process_2021	positive regulation of heart rate (GO:0010460)	1/17	1.267871e-02	4.333814e-02	0	0	8.914732e+01	3.893804e+02	PDE4D
GO_Biological_Process_2021	regulation of neuroinflammatory response (GO:0150077)	1/19	1.416042e-02	4.600075e-02	0	0	7.923413e+01	3.373238e+02	NUPR1
GO_Biological_Process_2021	adrenergic receptor signaling pathway (GO:0071875)	1/20	1.490050e-02	4.600075e-02	0	0	7.506015e+01	3.157300e+02	PDE4D
GO_Biological_Process_2021	eye morphogenesis (GO:0048592)	1/20	1.490050e-02	4.600075e-02	0	0	7.506015e+01	3.157300e+02	COL5A2
GO_Biological_Process_2021	regulation of programmed necrotic cell death (GO:0062098)	1/20	1.490050e-02	4.600075e-02	0	0	7.506015e+01	3.157300e+02	NUPR1
GO_Biological_Process_2021	natural killer cell mediated immunity (GO:0002228)	1/20	1.490050e-02	4.600075e-02	0	0	7.506015e+01	3.157300e+02	LYST
GO_Biological_Process_2021	negative regulation of peptidyl-serine phosphorylation (GO:0033137)	1/21	1.564006e-02	4.600075e-02	0	0	7.130357e+01	2.964745e+02	PDE4D
GO_Biological_Process_2021	natural killer cell mediated cytotoxicity (GO:0042267)	1/22	1.637911e-02	4.600075e-02	0	0	6.790476e+01	2.792073e+02	LYST
GO_Biological_Process_2021	protein localization to cell junction (GO:1902414)	1/22	1.637911e-02	4.600075e-02	0	0	6.790476e+01	2.792073e+02	TJP3
